"ID","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_assign","coeff","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","SPECIES","UPDATED_SP","REGION","LOCATION","STATE","LAT","LON","VoucherNotes"
"SAMAR_54433_Ct_late",9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_5",0.999201,"ABTC72838","SAMAR54433","SAMAR_54433",NA,"Ctenotus","lateralis","lateralis","Australia","21k S Burke & Wills RH","QLD",-19.39472,140.2367,NA
"SAMAR_54463_Ct_late",9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_5",0.999201,"ABTC72875","SAMAR54463","SAMAR_54463",NA,"Ctenotus","lateralis","lateralis","Australia","Burke & Wills RH Dump","QLD",-19.22639,140.3481,NA
"SAMAR_54485_Ct_spal",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,"cluster_7",0.999201,"ABTC72903","SAMAR54485","SAMAR_54485",NA,"Ctenotus","spaldingi","spaldingi","Australia","22k S Torrens Creek","QLD",-20.98583,145.0317,NA
"SAMAR_55259_Ct_late",9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_5",0.999201,"ABTC82415","SAMAR55259","SAMAR_55259",NA,"Ctenotus","lateralis","lateralis","Australia","Phosphate Hill  Bloodwood site","QLD",-21.91306,140.0217,NA
"SAMAR_55675_Ct_spal",9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,0.999201,9.99342e-05,9.99342e-05,"cluster_7",0.999201,"ABTC76994","SAMAR55675","SAMAR_55675",NA,"Ctenotus","spaldingi","spaldingi","Australia","~40k S Torrens Creek on Torrens Creek-Aramac Road","QLD",-21.09167,145.0044,NA
"SAMAR_55799_Ct_late",9.99425e-05,0.220315,9.99425e-05,9.99425e-05,0.778985,9.99425e-05,9.99425e-05,9.99425e-05,9.99425e-05,"cluster_5",0.778985,"ABTC77111","SAMAR55799","SAMAR_55799",NA,"Ctenotus","lateralis","lateralis","Australia","35k E Mt Surprise on Gulf Developmental Road","QLD",-18.12833,144.6328,NA
"SAMR_21493_Ct_robu",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,"cluster_6",0.999201,"ABTC53607","SAM21493","SAMR_21493","ROBUA53607","Ctenotus","robustus","spaldingi","Australia","Coorong NP","SA",-35.567,138.966667,NA
"SAMR_28536_Ct_robu",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,"cluster_6",0.999201,"ABTC53759","SAM28536","SAMR_28536","ROBUA53759","Ctenotus","robustus","spaldingi","Australia","Fresh Wells 67k NW Iron Knob","SA",-32.4,136.533333,NA
"SAMR_29707_Ct_brac",9.99429e-05,0.940111,9.99429e-05,9.99429e-05,0.0591893,9.99429e-05,9.99429e-05,9.99429e-05,9.99429e-05,"cluster_2",0.940111,"ABTC53772","SAM29707","SAMR_29707","BRACA53772","Ctenotus","brachyonyx","inornatus","Australia","Danggali CP","SA",-33.2,140.916667,NA
"SAMR_32932_Ct_robu",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,"cluster_6",0.999201,"ABTC14912","SAM32932","SAMR_32932","ROBUA14912","Ctenotus","robustus","spaldingi","Australia","16km W Penola","SA",-37.367,140.65,NA
"SAMR_33525_Ct_robu",9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_6",0.999201,"ABTC03662","SAM33525","SAMR_33525","ROBUA03662","Ctenotus","robustus","spaldingi","Australia","Lancoona H/S.","NSW",-33.367,145.883333,NA
"SAMR_33695_Ct_robu",9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_6",0.999201,"ABTC03961","SAM33695","SAMR_33695","ROBUA03961","Ctenotus","robustus","spaldingi","Australia","Yamba tip","NSW",-29.433,153.366667,NA
"SAMR_33876_Ct_robu",9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,0.999201,9.99336e-05,9.99336e-05,9.99336e-05,"cluster_6",0.999201,"ABTC03826","SAM33876","SAMR_33876","ROBUA03826","Ctenotus","robustus","spaldingi","Australia","Willowbank Caravan Pk.","QLD",-27.617,152.783333,NA
"SAMR_36252_Ct_brac",0.0507878,0.725072,9.9959e-05,9.9959e-05,0.0262477,9.9959e-05,9.9959e-05,0.197393,9.9959e-05,"cluster_2",0.725072,"ABTC56697","SAM36252","SAMR_36252","BRACA56697","Ctenotus","brachyonyx","inornatus","Australia","Billiat CP","SA",-34.9,140.45,NA
"SAMR_36313_Ct_robu",9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_6",0.999201,"ABTC56710","SAM36313","SAMR_36313","ROBUA56710","Ctenotus","robustus","spaldingi","Australia","Telowie Gorge","SA",-33.017,138.1,NA
"SAMR_36349_Ct_brac",9.99343e-05,0.999201,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,"cluster_2",0.999201,"ABTC56718","SAM36349","SAMR_36349",NA,"Ctenotus","brachyonyx","inornatus","Australia","20k ESE Kalladeina Bore","SA",-27.717,139.316667,NA
"SAMR_38776_Ct_saxa",0.999201,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_1",0.999201,"ABTC12005","SAM38776","SAMR_38776","SAXAA12005","Ctenotus","saxatilis","superciliaris","Australia","Phillip Creek Mission (abandoned)","NT",-19.283,134.216667,NA
"SAMR_39480_Ct_robu",9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_6",0.999201,"ABTC34469","SAM39480","SAMR_39480","ROBUA34469","Ctenotus","robustus","spaldingi","Australia","20KM NE of Murray Bridge","SA",-35.022,139.463889,NA
"SAMR_40718_Ct_robu",9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_6",0.999201,"ABTC57450","SAM40718","SAMR_40718",NA,"Ctenotus","robustus","spaldingi","Australia","Cooks North, Middleback Rngs","SA",-33.167,137.133333,NA
"SAMR_42758_Ct_late",9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_5",0.999201,"ABTC09000","SAM42758","SAMR_42758","LATEA09000","Ctenotus","lateralis","lateralis","Australia","S OF WINTON","QLD",-22.667,142.933333,NA
"SAMR_44367_Ct_hele",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"ABTC41506","SAM44367","SAMR_44367","HELEA41506","Ctenotus","helenae","inornatus","Australia","12.5k ENE Mt Cooparinna","SA",-26.346,130.09,NA
"SAMR_45480_Ct_saxa",9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,"cluster_2",0.999201,"ABTC41729","SAM45480","SAMR_45480","SAXAA41729","Ctenotus","saxatilis","inornatus","Australia","9.7k S Ampeinna Hills","SA",-27.157,131.131111,NA
"SAMR_46119_Ct_hele",9.99342e-05,0.999201,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,9.99342e-05,"cluster_2",0.999201,"ABTC41775","SAM46119","SAMR_46119","HELEA41775","Ctenotus","helenae","inornatus","Australia","27k NE Pipalyatjara","SA",-26.053,129.408056,NA
"SAMR_46204_Ct_robu",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,"cluster_6",0.999201,"ABTC35548","SAM46204","SAMR_46204",NA,"Ctenotus","robustus","spaldingi","Australia","4k N Halifax Hill","SA",-29.684,135.815278,NA
"SAMR_46880_Ct_saxa",9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_2",0.999201,"ABTC36128","SAM46880","SAMR_46880","SAXAA36128","Ctenotus","saxatilis","inornatus","Australia","11.1k ESE Mt Goodiar Witjira NP","SA",-26.688,135.716667,NA
"SAMR_48684_Ct_robu",9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_6",0.999201,"ABTC58575","SAM48684","SAMR_48684","ROBUA58575","Ctenotus","robustus","spaldingi","Australia","Moonaree Stn","SA",-31.705,135.525556,NA
"SAMR_48710_Ct_hele",9.9934e-05,0.999201,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,"cluster_2",0.999201,"ABTC41974","SAM48710","SAMR_48710","HELEA41974","Ctenotus","helenae","inornatus","Australia","4k W Mt Lindsay SA","SA",-27.029,129.839167,NA
"SAMR_48962_Ct_robu",9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_6",0.999201,"ABTC37169","SAM48962","SAMR_48962","ROBUA37169","Ctenotus","robustus","spaldingi","Australia","Andamooka Stn","SA",-30.742,137.313611,NA
"SAMR_49609_Ct_robu",9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,"cluster_6",0.999201,"ABTC37540","SAM49609","SAMR_49609",NA,"Ctenotus","robustus","spaldingi","Australia","7k NE Hatherleigh SA","SA",-37.438,140.313611,NA
"SAMR_50208_Ct_saxa",9.99428e-05,0.769197,9.99428e-05,9.99428e-05,0.230103,9.99428e-05,9.99428e-05,9.99428e-05,9.99428e-05,"cluster_2",0.769197,"ABTC42206","SAM50208","SAMR_50208","SAXAA42206","Ctenotus","saxatilis","inornatus","Australia","11.2k SW Sentinel Hill","SA",-26.141,132.359167,NA
"SAMR_50372_Ct_robu",9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,0.999201,9.99336e-05,9.99336e-05,9.99336e-05,"cluster_6",0.999201,"ABTC38130","SAM50372","SAMR_50372","ROBUA38130","Ctenotus","robustus","spaldingi","Australia","1k SE Mt Aroona","SA",-30.584,138.368889,NA
"SAMR_52303_Ct_robu",9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_6",0.999201,"ABTC39414","SAM52303","SAMR_52303","ROBUA39414","Ctenotus","robustus","spaldingi","Australia","1.5k S Camel Yard Spring","SA",-30.66,139.091111,NA
"SAMR_53975_Ct_saxa",0.999201,9.99345e-05,9.99345e-05,9.99345e-05,9.99345e-05,9.99345e-05,9.99345e-05,9.99345e-05,9.99345e-05,"cluster_1",0.999201,"ABTC72677","SAM53975","SAMR_53975",NA,"Ctenotus","saxatilis","superciliaris","Australia","Barrow Creek channel just N town","NT",-21.5,133.9,NA
"SAMR_54340_Ct_late",9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_5",0.999201,"ABTC72759","SAM54340","SAMR_54340","LATEA72759","Ctenotus","lateralis","lateralis","Australia","East Leichardt Dam","QLD",-20.775,139.7856,NA
"SAMR_54434_Ct_late",9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_5",0.999201,"ABTC72839","SAM54434","SAMR_54434","LATEA72839","Ctenotus","lateralis","lateralis","Australia","21k S Burke & Wills RH","QLD",-19.395,140.236667,NA
"SAMR_55725_Ct_spal",9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,0.999201,9.99346e-05,9.99346e-05,"cluster_7",0.999201,"ABTC77041","SAM55725","SAMR_55725","SPALA77041","Ctenotus","spaldingi","spaldingi","Australia","33k NNE Hughenden on Kennedy Developmental Rd","QLD",-20.624,144.399722,NA
"SAMR_65407_Ct_late",9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,0.999201,9.99336e-05,9.99336e-05,9.99336e-05,9.99336e-05,"cluster_5",0.999201,"ABTC113882","SAM65407","SAMR_65407",NA,"Ctenotus","lateralis","lateralis","Australia","17.1k W Noonbah Homestead","QLD",-24.10167,143.0175,NA
"SAMR_65416_Ct_late",9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_5",0.999201,"ABTC113822","SAM65416","SAMR_65416",NA,"Ctenotus","lateralis","lateralis","Australia","3.7k SSE Noonbah Homestead","QLD",-24.13611,143.2017,NA
"UMMZ_242614_Ct_hele",9.99343e-05,0.999201,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,"cluster_2",0.999201,"UMFS_20505",NA,"UMMZ_242614",NA,"Ctenotus","helenae","inornatus","Australia","Dampier Downs Station, Western Australia","WA",-18.11428,123.55069,NA
"UMMZ_242616_Ct_hele",9.99344e-05,0.999201,9.99344e-05,9.99344e-05,9.99344e-05,9.99344e-05,9.99344e-05,9.99344e-05,9.99344e-05,"cluster_2",0.999201,"UMFS_20510",NA,"UMMZ_242616",NA,"Ctenotus","helenae","inornatus","Australia","Dampier Downs Station, Western Australia","WA",-18.11428,123.55069,NA
"UMMZ_242623_Ct_hele",9.99348e-05,0.999201,9.99348e-05,9.99348e-05,9.99348e-05,9.99348e-05,9.99348e-05,9.99348e-05,9.99348e-05,"cluster_2",0.999201,"UMFS_20603",NA,"UMMZ_242623",NA,"Ctenotus","helenae","inornatus","Australia","Stretch Lagoon","WA",-19.678985,127.58666,NA
"UMMZ_242624_Ct_inor",9.99341e-05,9.99341e-05,9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_4",0.999201,"UMFS_20506",NA,"UMMZ_242624",NA,"Ctenotus","inornatus","superciliaris","Australia","Dampier Downs Station, Western Australia","WA",-18.09191,123.56942,NA
"UMMZ_242629_Ct_inor",9.99341e-05,9.99341e-05,9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_4",0.999201,"UMFS_20597",NA,"UMMZ_242629",NA,"Ctenotus","inornatus","superciliaris","Australia","Carranya Station, Western Australia","WA",-19.2425,127.78279,NA
"UMMZ_242630_Ct_inor",9.99343e-05,9.99343e-05,9.99343e-05,0.999201,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,9.99343e-05,"cluster_4",0.999201,"UMFS_20599",NA,"UMMZ_242630",NA,"Ctenotus","inornatus","superciliaris","Australia","Carranya Station, Western Australia","WA",-19.24257,127.78061,NA
"UMMZ_244288_ct_inor",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"UMFS_21396",NA,"UMMZ_244288",NA,"Ctenotus","inornatus","inornatus","Australia","PERON PENINSULA SITE PP1","WA",-26.05799,113.61562,NA
"WAMR_094929_Ct_hele",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"WAM_R094929","WAM094929","WAMR_094929","HELEW094929","Ctenotus","helenae","inornatus","Australia","THOMPSON HILLS","WA",-21.333,124.75,NA
"WAMR_102423_Ct_saxa",9.9934e-05,0.999201,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,"cluster_2",0.999201,"WAM_R102423","WAM102423","WAMR_102423","SAXAW102423","Ctenotus","saxatilis","inornatus","Australia","BARLEE RANGE NATURE RESER","WA",-23.102,116.007778,NA
"WAMR_102771_Ct_hele",9.9934e-05,0.999201,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,9.9934e-05,"cluster_2",0.999201,"WAM_R102771","WAM102771","WAMR_102771","HELE102771","Ctenotus","helenae","inornatus","Australia","LITTLE SANDY DESERT","WA",-24.532,120.291111,NA
"WAMR_108698_Ct_saxa",9.99339e-05,9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_4",0.999201,"WAM_R108698","WAM108698","WAMR_108698","SAXAW108698","Ctenotus","saxatilis","superciliaris","Australia","CHEERABUN HS","WA",-18.183,125.116667,NA
"WAMR_108745_Ct_saxa",9.99341e-05,9.99341e-05,9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_4",0.999201,"WAM_R108745","WAM108745","WAMR_108745","SAXAW108745","Ctenotus","saxatilis","superciliaris","Australia","MABEL DOWNS STATION","WA",-17.283,128.183333,NA
"WAMR_108816_Ct_saxa",9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,"cluster_4",0.999201,"WAM_R108816","WAM108816","WAMR_108816","SAXAW108816","Ctenotus","saxatilis","superciliaris","Australia","CHERRALTA HOMESTEAD","WA",-21.033,116.816667,NA
"WAMR_126017_Ct_inor",9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,0.999201,9.99341e-05,"cluster_8",0.999201,"WAM_R126017","WAM126017","WAMR_126017","INORW126017","Ctenotus","inornatus","inornatus","Australia","KIMBERLEY RESEARCH STATIO","WA",-15.658,128.686389,NA
"WAMR_129923_Ct_hele",9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_2",0.999201,"WAM_R129923","WAM129923","WAMR_129923","HELEW129923","Ctenotus","helenae","inornatus","Australia","WEST ANGELAS","WA",-23.25,118.666667,NA
"WAMR_131009_Ct_hele",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"WAM_R131009","WAM131009","WAMR_131009","HELEW131009","Ctenotus","helenae","inornatus","Australia","MILLSTREAM-CHICHESTER NP","WA",-21.19,117.172222,NA
"WAMR_131018_Ct_fall",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"WAM_R131018","WAM131018","WAMR_131018","FALLW131018","Ctenotus","inornatus","inornatus","Australia","HAMELIN HOMESTEAD","WA",-26.567,114.233333,NA
"WAMR_131371_Ct_hele",9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_2",0.999201,"WAM_R131371","WAM131371","WAMR_131371","HELEW131371","Ctenotus","helenae","inornatus","Australia","NANUTARRA ROADHOUSE","WA",-22.833,115.033333,NA
"WAMR_132522_Ct_saxa",9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_4",0.999201,"WAM_R132522","WAM132522","WAMR_132522","SAXAW132522","Ctenotus","saxatilis","superciliaris","Australia","BURRUP PENINSULA","WA",-20.616,116.785,NA
"WAMR_132682_Ct_saxa",9.99341e-05,9.99341e-05,9.99341e-05,0.999201,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,9.99341e-05,"cluster_4",0.999201,"WAM_R132682","WAM132682","WAMR_132682","SAXAW132682","Ctenotus","saxatilis","superciliaris","Australia","SHAY GAP","WA",-20.616,120.276111,NA
"WAMR_132686_Ct_saxa",9.993e-05,9.993e-05,9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,"cluster_4",0.999201,"WAM_R132686","WAM132686","WAMR_132686",NA,"Ctenotus","saxatilis","superciliaris","Australia","SHAY GAP","WA",-20.579,120.318611,NA
"WAMR_132723_Ct_saxa",9.99337e-05,9.99337e-05,9.99337e-05,0.999201,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,9.99337e-05,"cluster_4",0.999201,"WAM_R132723","WAM132723","WAMR_132723","SAXAW132723","Ctenotus","saxatilis","superciliaris","Australia","GOLDSWORTHY","WA",-20.318,119.423333,NA
"WAMR_135396_Ct_hele",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"WAM_R135396","WAM135396","WAMR_135396","HELEW135396","Ctenotus","helenae","inornatus","Australia","MT BROCKMAN STATION","WA",-22.42,117.43,NA
"WAMR_137950_Ct_robu",9.99339e-05,9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_3",0.999201,"WAM_R137950","WAM137950","WAMR_137950","ROBUW137950","Ctenotus","robustus","robustus","Australia","KUNUNURRA","WA",-15.589,128.983333,NA
"WAMR_139005_Ct_saxa",9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_4",0.999201,"WAM_R139005","WAM139005","WAMR_139005",NA,"Ctenotus","saxatilis","superciliaris","Australia","MANDORA","WA",-19.746,121.4575,NA
"WAMR_140720_Ct_hele",9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,"cluster_2",0.999201,"WAM_R140720","WAM140720","WAMR_140720",NA,"Ctenotus","helenae","inornatus","Australia","HOPE DOWNS","WA",-22.821,119.325833,NA
"WAMR_145567_Ct_hele",9.99339e-05,0.999201,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,9.99339e-05,"cluster_2",0.999201,"WAM_R145567","WAM145567","WAMR_145567",NA,"Ctenotus","helenae","inornatus","Australia","PORT HEDLAND","WA",-20.61,118.61,NA
"WAMR_152991_Ct_seve",9.99427e-05,0.882567,9.99427e-05,9.99427e-05,0.116733,9.99427e-05,9.99427e-05,9.99427e-05,9.99427e-05,"cluster_2",0.882567,"WAM_R152991","WAM152991","WAMR_152991","SEVEW152991","Ctenotus","severus","inornatus","Australia","WALGA ROCK","WA",-27.399,117.470833,NA
"WAMR_153812_Ct_saxa",9.99338e-05,9.99338e-05,9.99338e-05,0.999201,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,9.99338e-05,"cluster_4",0.999201,"WAM_R153812","WAM153812","WAMR_153812","SAXAW153812","Ctenotus","saxatilis","superciliaris","Australia","YARDIE HOMESTEAD CARAVAN ","WA",-21.894,114.009444,NA
"WAMR_166390_Ct_hele",9.993e-05,0.999201,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,9.993e-05,"cluster_2",0.999201,"ABTC91786","WAM166390","WAMR_166390","HELEA91786","Ctenotus","helenae","inornatus","Australia","Morgan Range","WA",-25.9386,128.3897,NA
"WAMR_166391_Ct_hele",9.99346e-05,0.999201,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,9.99346e-05,"cluster_2",0.999201,"ABTC91631","WAM166391","WAMR_166391","HELEA91631","Ctenotus","helenae","inornatus","Australia","0.5k E Pungkulpirri Waterhole, Walter James Ranges","WA",-24.6542,128.7553,NA
